context	ru	de	en	es	fr	it	ja	ko	zh_Hans	zh_Hant
hub1_scrappy_2_9	Когда она убегала к любовнику, этот звук маскировал её шаги…	Als sie zu ihrem Liebhaber floh, überdeckte dieses Geräusch ihre Schritte …	When she ran off to her lover, this sound masked her footsteps…	Cuando huía con su amante, este sonido enmascaraba sus pasos…	Quand elle s’enfuyait chez son amant, ce son masquait ses pas…	Quando scappava dall'amante, questo suono mascherava i suoi passi…	彼女が恋人のもとへ逃げる時、この音が足音を隠したのじゃ…	그녀가 정부에게로 달아날 때, 이 소리가 그녀의 발소리를 가렸다…	她偷会情郎时，这声响能掩盖她的脚步声……	當她逃去見情人時，這聲音掩蓋了她的腳步聲……
hub1_scrappy_2_10	Может, у тебя есть ещё бамбуковая зубочистка? Тоже пригодится, ага.	Vielleicht hast du ja noch einen Bambus-Zahnstocher? Der wäre auch nützlich, ja.	Maybe you got a bamboo toothpick too? That'd be useful, yeah.	¿Quizás también tengas un palillo de bambú? También me vendría bien, sí.	Peut-être as-tu aussi un cure-dent en bambou ? Ça serait utile aussi, hein.	Magari hai anche uno stuzzicadenti di bambù? Anche quello sarebbe utile, eh.	竹の楊枝とかねえのか？それも役立つぜ、へへ。	대나무 이쑤시개라도 더 있냐? 그것도 쓸모있을 거야, 그래.	要不你再给根竹牙签？肯定也用得上，是吧。	也許你還有竹牙籤？那也會很有用，是吧。
hub1_scrappy_2_11	Хадзуо, может быть, что-то попрактичнее?	Hazuo, vielleicht etwas Praktischeres?	Hazuo, maybe somethin' more practical?	¿Hazuo, quizás algo más práctico?	Hazuo, peut-être quelque chose de plus pratique ?	Hazuo, forse qualcosa di più pratico?	ハズオ、もっと実用的なものはありませんか？	하즈오, 좀 더 실용적인 건 없을까요?	哈祖奥，有没有更实用的东西？	葉月，有沒有更實用的東西？
hub1_scrappy_2_12	А это — маска актёра.	Und das ist die Maske eines Schauspielers.	And this is an actor's mask.	Y esta es la máscara de un actor.	Et ça, c’est un masque d’acteur.	E questa… è la maschera di un attore.	これは役者の面じゃ。	이건 배우 가면이야.	这是演员的面具。	這是演員的面具。
hub1_scrappy_2_13	Один вор использовал её, чтобы стоять неподвижно на площади и притворяться статуей…	Ein Dieb benutzte sie, um unbeweglich auf dem Platz zu stehen und sich als Statue auszugeben …	A thief once used it to stand still in the square and pretend to be a statue…	Un ladrón la usó para quedarse inmóvil en la plaza y hacerse pasar por una estatua…	Un voleur l’a utilisé pour rester immobile sur la place et faire semblant d’être une statue…	Un ladro la usava per stare immobile in piazza e fingersi una statua…	ある泥棒がこれを使って広場にじっと立ち、像のふりをしていたのじゃ…	한 도둑이 이걸 쓰고 광장에 가만히 서서 조각상인 척했지…	有个小偷用它站在广场上一动不动，假装成雕像……	有個小偷用它站在廣場上一動不動，假裝是雕像……
hub1_scrappy_2_14	ВСЁ, ХВАТИТ! Мне не нужна коллекция пиздежа!	ALLES KLAR, GENUG! Ich brauche keine Sammlung von Scheiße!	ALRIGHT, ENOUGH! I don't need a collection of bullshit!	¡YA BASTA! ¡No quiero una colección de gilipolleces!	ÇA SUFFIT ! Je n’ai pas besoin d’une collection de conneries !	BASTA, HO CAPITO! Non mi serve una collezione di cazzate!	もういい、やめろ！くそったれのコレクションなんて要らねえ！	됐어, 그만! 난 개지랄 컬렉션 필요 없거든!	够了！我他妈不需要这些垃圾收藏！	夠了，別再胡說八道了！我不需要一堆廢話！
hub1_scrappy_2_15	О! Инструмент кровельщиков. С его помощью поднимали черепицу!	Oh! Ein Werkzeug für Dachdecker. Damit wurden die Ziegel angehoben!	Oh! A roofer's tool. They used it to lift tiles!	¡Oh! Una herramienta de techadores. ¡Con ella levantaban las tejas!	Oh ! Un outil de couvreur. Il servait à soulever les tuiles !	Oh! Uno strumento da copritetto. Lo usavano per sollevare le tegole!	おお！屋根職人の道具じゃ。これで瓦を持ち上げたのじゃ！	오! 지붕 수리공 도구야. 기와를 올릴 때 쓰던 거지!	哦！瓦匠的工具。用来掀瓦片的！	哦！這是屋頂工的工具。他們用它來搬瓦片！
hub1_scrappy_2_16	Для тебя то, что нужно.	Genau das Richtige für dich.	Just what you need.	Justo lo que necesitas.	C’est exactement ce qu’il te faut.	Per te è quello che ci vuole.	お前にぴったりのものじゃ。	너한테 딱 맞는 물건이야.	正适合你。	這對你來說正合適。
hub1_scrappy_2_17	Наконец-то. Хоть раз твой мусор оказался в тему.	Endlich. Wenigstens einmal war dein Müll nützlich.	Finally. For once your junk's actually useful.	Por fin. Por una vez, tu basura ha sido útil.	Enfin. Pour une fois, tes vieilleries sont utiles.	Finalmente. Per una volta la tua spazzatura è utile.	やっとかよ。お前のガラクタがまさに役立つときも来たわけだな。	드디어. 네 쓰레기가 한 번쯤은 쓸모가 있네.	终于。总算有次你的破烂能派上用场了。	終於。你的垃圾總算派上用場了。
hub1_scrappy_2_18	Спасибо, Хадзуо.	Danke, Hazuo.	Thank you, Hazuo.	Gracias, Hazuo.	Merci, Hazuo.	Grazie, Hazuo.	ありがとう、ハズオ。	고마워요, 하즈오.	谢谢你，哈祖奥。	謝謝你，葉月。
hub1_scrappy_2_19	История всегда знает, когда подоспеть.	Die Geschichte weiß immer, wann sie kommen muss.	History always knows when to arrive.	La historia siempre sabe cuándo llegar.	L’histoire sait toujours quand arriver.	La storia sa sempre quando arrivare.	歴史はいつも時宜を得て現れるものじゃ。	역사는 언제 도움이 필요한지 잘 알고 있지.	历史总是知道何时该登场。	歷史總會知道何時出現。
hub1_fisherman_1_1	Давайте-ка потише. Вы мне всю рыбу распугаете.	Seid mal leiser. Ihr verscheucht mir noch alle Fische.	Let's keep it down. You're gonna scare all my fish away.	Bajad la voz. Vais a espantar a todos mis peces.	Un peu de silence, s’il vous plaît. Vous allez faire fuir tous mes poissons.	Fate un po' meno rumore. Mi spaventate tutti i pesci.	ちょっと静かにしてくれ。魚が全部逃げちまうだろ。	좀 조용히 해. 물고기 다 놀래켜서 도망가겠네.	麻烦安静点。你们把我的鱼都吓跑了。	安靜點。你們會把我的魚都嚇跑的。
hub1_fisherman_1_2	Мужик, мы ни слова не сказали.	Alter, wir haben kein Wort gesagt.	Man, we ain't said a word.	Tío, no hemos dicho ni una palabra.	Mec, on n'a pas dit un mot.	Amico, non abbiamo detto una parola.	おい、俺たち何も言ってないぜ。	야, 우리 아무 말도 안 했어.	哥们，我们一个字都没说。	老兄，我們什麼都沒說啊。
hub1_fisherman_1_3	ТШШШШ! Садитесь и учитесь как надо ловить.	PSCHHHHT! Setz dich und lerne, wie man richtig angelt.	SHHHH! Sit down and learn how to fish.	¡SHHHH! Sentaos y aprended a pescar.	CHUT ! Asseyez-vous et apprenez à pêcher.	SHHHH! Sedetevi e imparate a pescare.	シーッ！ 座って正しい釣り方を学べ。	쉿! 앉아서 제대로 낚시하는 법 배워.	嘘——！坐下好好学怎么钓鱼。	噓——！坐下來，學學怎麼釣魚。
hub1_fisherman_1_4	Вы тут каждый день рыбачите?	Angelt Ihr hier jeden Tag?	Do you fish here every day?	¿Pescáis aquí todos los días?	Vous pêchez ici tous les jours ?	Peschi qui tutti i giorni?	あなたは毎日ここで釣りをするんですか？	여기 매일 낚시하시나요?	你们每天都在这儿钓鱼吗？	你每天都在這裡釣魚嗎？
hub1_fisherman_1_5	Когда рыбачу. Когда сплю. Когда похмелье пережидаю.	Manchmal angle ich. Manchmal schlafe ich. Manchmal warte ich, bis der Kater weg ist.	When I fish. When I sleep. When I'm waitin' out a hangover.	A veces pesco. A veces duermo. A veces espero a que se me pase la resaca.	Quand je pêche. Quand je dors. Quand j'attends que ma gueule de bois passe.	Quando pesco. Quando dormo. Quando aspetto che mi passi la sbornia.	釣ってる時も、寝てる時も、二日酔いの時もな。	낚시할 때도, 잘 때도, 숙취 풀 때도.	有时候钓鱼。有时候睡觉。有时候醒酒。	有時候釣魚。有時候睡覺。有時候等宿醉過去。
hub1_fisherman_1_6	Море любит постоянство.	Das Meer liebt Beständigkeit.	The sea loves consistency.	El mar ama la constancia.	La mer aime la constance.	Il mare ama la costanza.	海は一貫性を好むんだ。	바다는 꾸준함을 좋아한다.	大海喜欢持之以恒的人。	大海喜歡持之以恆。
hub1_fisherman_1_7	Понял. Алкаш с жизненной мудростью.	Verstanden. Ein Säufer mit Lebensweisheit.	Got it. A drunk with life wisdom.	Entendido. Un borracho con sabiduría vital.	Compris. Un poivrot avec la sagesse de la vie.	Capito. Un ubriacone con la saggezza della vita.	わかった。人生の知恵を持った酔っ払いか。	알겠다. 인생 철학 가진 술고래.	懂了。一个满嘴人生哲理的酒鬼。	懂了。一個有生活智慧的酒鬼。
hub1_fisherman_1_8	Я и пьяница и лучший рыбак во всей империи!	Ich bin ein Säufer und der beste Fischer im ganzen Imperium!	I'm a drunk and the best fisherman in the whole damn Empire!	¡Soy un borracho y el mejor pescador de todo el Imperio!	Je suis un ivrogne et le meilleur pêcheur de tout l'Empire !	Sono un ubriacone e il miglior pescatore di tutto l'Impero!	俺は酔っ払いで、かつ帝国一の漁師だ！	난 술고래이자 제국 최고의 낚시꾼이다!	我既是酒鬼也是全帝国最棒的渔夫！	我既是酒鬼，也是全帝國最棒的漁夫！
hub1_fisherman_1_9	И тебя могу научить!	Und ich kann es dir beibringen!	And I can teach you too!	¡Y a ti también puedo enseñarte!	Et je peux t'apprendre !	E posso insegnarti!	お前にも教えてやれるぜ！	너도 가르쳐 줄 수 있어!	还能教你呢！	我也可以教你！
hub1_fisherman_1_10	Пить?	Trinken?	To drink?	¿A beber?	À boire ?	A bere?	飲むことか？	술?	喝酒？	喝酒？
hub1_fisherman_1_11	Ловить рыбу! Приходите в любое время.	Fischen! Komm jederzeit vorbei.	To fish! Come any time.	¡A pescar! Venid cuando queráis.	À pêcher ! Venez quand vous voulez.	A pescare! Venite quando volete.	魚を釣ることだ！ いつでも来いよ。	낚시! 언제든지 와.	钓鱼！随时来找我都行。	釣魚！隨時都可以來。
hub1_fisherman_1_12	Спасибо за приглашение!	Danke für die Einladung!	Thanks for the invitation!	¡Gracias por la invitación!	Merci de l'invitation	Grazie dell'invito!	お招きありがとうございます！	초대해 주셔서 감사합니다!	感谢邀请！	謝謝你的邀請！
hub1_asuna_1_1	Ого, Дзинко и Наг?	Oh, ein Jinko und ein Naga?	Oh, a Jinko and a Naga?	¿Vaya, un Jinko y un Naga?	Oh, un Jinko et un Naga ?	Oh, un Jinko e un Naga?	おや、忍狐とナーガ？	와, 진코랑 나가?	哇哦，忍狐和纳迦？	喔，忍狐和那伽？
hub1_asuna_1_2	Давно не встречала своих, да еще таких симпатичных…	Ich habe schon lange keine meiner Art mehr getroffen, und dann noch so hübsche…	Haven't seen my own kind in a long time, and such handsome ones at that…	Hace mucho que no veía a los míos, y menos tan guapos…	Ça fait longtemps que je n'ai pas rencontré les miens, et si charmants en plus…	È da tanto che non incontro i miei simili, e così carini per giunta…	久しぶりに同族に会えたわ、それもこんなに可愛い子たち…	오랜만에 동족을 만나네, 게다가 이렇게 잘생긴…	好久没遇到同类了，还是这么帅气的……	好久沒見到同類了，而且還這麼可愛……
